name,review_text,rating,institution
Sumit Kumar Pandey,No Text,5,IIT Kanpur Library
Meenakshi tripathi,No Text,5,IIT Kanpur Library
Rishabh Arora,No Text,5,IIT Kanpur Library
Aakash Singh,No Text,5,IIT Kanpur Library
Rupal,Quiet place for studying,5,IIT Kanpur Library
Ashish Mohan,No Text,5,IIT Kanpur Library
Anchit Singh,No Text,5,IIT Kanpur Library
sonu singh,"Sweetest, chilled and best drinking water is found in P K Kelkar library as compared to the rest of IIT Kanpur. When i see students around me studying, then i also feel like studying, so it gets me into the studying mood. I think that when i am surrounded by the best minds(IITians) in the country, i also aspire to think big and different and maybe i can catch some thoughts flying inside the library from those IITian minds. Quiet, air conditioned and well lighted rooms in ground, 1st and 2nd floors with more than enough number of tables and chairs with charging sockets to accomodate students. Also, lightning fast Wifi and LAN ports make it very connected to the rest of the world. Also, great collection of books and journals with online subscriptions of IEEE and other online technical repositories.",5,IIT Kanpur Library
abhishek arya,It is very lovely and nice place to study. It has so many journals and books,5,IIT Kanpur Library
SUYASH SINGH,No Text,5,IIT Kanpur Library
Adv Harsh Tiwari,No Text,5,IIT Kanpur Library
ĶŚHÌŤĮJ ķhăńńå,No Text,5,IIT Kanpur Library
Shivangi Ranjan,No Text,2,IIT Kanpur Library
Onkar Singh,"Clean, silent and tech equipped.",5,IIT Kanpur Library
Shubh Sharma,Never ending collection and always updated,5,IIT Kanpur Library
Somnath Mukherjee,No Text,4,IIT Kanpur Library
Prakansh Mishra,No Text,5,IIT Kanpur Library
SOURAV SAMANTA,No Text,5,IIT Kanpur Library
Naveen Singh,No Text,5,IIT Kanpur Library
Ayush Shakya,No Text,5,IIT Kanpur Library
Anirban Bagui,Nice collection of books.,5,IIT Kanpur Library
Vikas Goyal,"It provides you almost every type of book you want, it provides you fine environment for reading , it has well developed air-conditioned system and furniture's.",5,IIT Kanpur Library
Akhilesh Tayade,Ground floor is normally not so cold as compared to the 1st and 2nd floor. It's comfortable to study on the 1st floor as distractions are less. Random chit-chats are always going on between staffs that may irritate you 😁 …,5,IIT Kanpur Library
Mohit Sinha,No Text,5,IIT Kanpur Library
NUPUR MEHRA,It's a really Quite and cold place.. will make you feel asleep,5,IIT Kanpur Library
Atul Kumar,Best place to study with almost every necessary book  available,5,IIT Kanpur Library
SHAILEN HARI,"One of the most important thing to remember while staying at iit kanpur is , there ground floor is your first floor and first floor is your second floor and continue. That thing helps you in lift for searching particular floor or room. Have a good day.",5,IIT Kanpur Library
Raghu Vadla,No Text,5,IIT Kanpur Library
Vijay Kumar Reddy,No Text,5,IIT Kanpur Library
Manoj Burdak,No Text,5,IIT Kanpur Library
Gaurav Rajput,Plz don't sleep here😪 …,4,IIT Kanpur Library
Deepanshu Sharma,No Text,5,IIT Kanpur Library
Vivek Chaudhary,No Text,5,IIT Kanpur Library
Stat Pro,If someone wants to study in summer vacation without disturbance it's the right place,5,IIT Kanpur Library
Shreya Laddha,No Text,5,IIT Kanpur Library
vamshi vutnoori,No Text,5,IIT Kanpur Library
Ankit Kumar,No Text,5,IIT Kanpur Library
nilay nitnaware,No Text,5,IIT Kanpur Library
Nimish,No Text,5,IIT Kanpur Library
SARVESH SONKAR,Good for reading and all books are available related to engineering and science.,5,IIT Kanpur Library
Yash Verma,No Text,5,IIT Kanpur Library
Anoop Singh,Best place with a great collection of books,5,IIT Kanpur Library
kumar Vivek,No Text,5,IIT Kanpur Library
Sagnik Bhattacharya,No Text,5,IIT Kanpur Library
Aditya Parasramka,No Text,4,IIT Kanpur Library
Vikas Gurjar,No Text,4,IIT Kanpur Library
prabhat kumar,No Text,5,IIT Kanpur Library
Nilesh Sawant,I will be spending my afterlife here!,5,IIT Kanpur Library
Angad Chandhok,"One of the biggest and largest libraries in India. It has a vast collection of academic books available for issuing. The place is usually overcrowded during exam times, when it is open round the clock and the spectacle of people sitting on floor and studying is very common.",5,IIT Kanpur Library
Naman Agrawal,No Text,5,IIT Kanpur Library
Ratnesh,No Text,5,IIT Kanpur Library
Sandeep kumar Saral,keep silent,5,IIT Kanpur Library
Abhijeet Bagal,No Text,4,IIT Kanpur Library
Divyansh Pratap Singh,Best collection of Books for IITians,5,IIT Kanpur Library
Ajay Sarode,I used to go to library mainly for its air conditioning...,4,IIT Kanpur Library
Ankit Chaudhari,One of the finest library in Uttar Pradesh consisting of e-library as well.,5,IIT Kanpur Library
Amit Yadav,No Text,5,IIT Kanpur Library
kalyan kumar sriramoju,No Text,5,IIT Kanpur Library
Devin Haria,It's a wonderful library with a plethora of books!,5,IIT Kanpur Library
Saksham Hooda,"Known for being one of the largest libraries of Asia, it is favourite place of students due to its powerful air conditioning 😁😁. Jokes apart, its an ocean of knowledge. …",5,IIT Kanpur Library
Shashank Arya,peace! n nice staff,5,IIT Kanpur Library
Anurag Bajpai,No Text,4,IIT Kanpur Library
Deepak Mishra,One of the finest central libraries in India.,4,IIT Kanpur Library
PRAFULLA KUMAR MALLICK,good library,5,IIT Kanpur Library
Shashank Bond,You can find all the knowledge of centuries in it a great place to study and explore,5,IIT Kanpur Library
MOHAMMAD KHALID,Nice one,4,IIT Kanpur Library
Alok Shukla,Best place to be in the whole of campus.,5,IIT Kanpur Library
Ashish Mishra,Paradise,5,IIT Kanpur Library
Arunima Sharma,No Text,4,IIT Kanpur Library
MANOBINA KARMAKAR,No Text,5,IIT Kanpur Library
Yash Jaiswal,No Text,5,IIT Kanpur Library
Kshitij Gupta,No Text,4,IIT Kanpur Library
Raja Babu,The place where u will get into the sea of books with many great minds of India. Students mainly go for AC. It remains open whole night during semester exam.,5,IIT Kanpur Library
Neelesh Kumar,This is the place where great minds become great.,5,IIT Kanpur Library
Nishant Verma,Very big library. Many different kinds of books. Can study peacefully . Open round the clock during exams,4,IIT Kanpur Library
Ashu Prakash,One of the largest libraries of India. It has millions of journals and books for the engineering and sciences requirements. Best place in IITK for air conditioning too. :),5,IIT Kanpur Library
Ravi Shelly,A great place to study,5,IIT Kanpur Library
Soumye Singhal,No Text,5,IIT Kanpur Library
Saksham Sanwaria,It is one of the best libraries in India in terms of resources and availability of books.,5,IIT Kanpur Library
Khandesh Bhange,No Text,5,IIT Kanpur Library
Lokesh Yadav,A quiet and comfortable place to study.,5,IIT Kanpur Library
Jaspal Singh,No Text,4,IIT Kanpur Library
Joydeep Datta,No Text,4,IIT Kanpur Library
Sushant Mukhija,No Text,5,IIT Kanpur Library
Bivas Dutta,No Text,3,IIT Kanpur Library
Krishanu Bandyopadhyay,No Text,5,IIT Madras Library
Gowtham,No Text,5,IIT Madras Library
Ananth Raj,No Text,5,IIT Madras Library
Tamil Arasan,No Text,5,IIT Madras Library
Kalingan Kalingan,Public peoples Or outside people allowed to central Library Or only campus students,1,IIT Madras Library
Rowdram Bharathi,No Text,5,IIT Madras Library
Ashutosh Patidar,No Text,5,IIT Madras Library
Dipak Sharma,No Text,5,IIT Madras Library
Dinesh Ditto,No Text,3,IIT Madras Library
Yeswanth Sai,No Text,5,IIT Madras Library
Jatin narula,No Text,5,IIT Madras Library
X-B 20 Pramod Mahato 1910,"Vast one ,4 storey building ।
15,000+ e-journals
1,80,000+ books
Reading halls , extension
Patents, reports , ebooks and a lot of textbooks, reference books for  people varying from btech ,mtech PhD students to professors and scholars .
A lot of subscription based journals and research reports databases are accessible",5,IIT Madras Library
Chaitanya Shankar,"The facilities are top level. Internet speed is the best thing of all.  Best place in the campus. AC is well functioning but atmosphere is disturbed by many who don't use the library for it's purpose.
Since there aren't many communal work places in the campus, library sometimes has to take that load.",5,IIT Madras Library
Krishnendu,No Text,5,IIT Madras Library
Amrit Kumar,Best Place With AC: Beat the Chennai heat while you read! 📖🌬️ …,5,IIT Madras Library
MULLAIVANESH A V,No Text,5,IIT Madras Library
Akhil S Pillai,No Text,4,IIT Madras Library
Dipankar Ray,Not for outside students only IIT Madras students can take membership,1,IIT Madras Library
rmeena,No Text,5,IIT Madras Library
Sheril,No Text,4,IIT Madras Library
Raunak Srivastava,Best place to study.,5,IIT Madras Library
Sreenath,"This library has many, many books not just pertaining to academics but also fiction and other interesting ones! One needs IIT Madras ID card to enter inside. Easy self check in availabile and renewal is possible online by logging to central library web page.
It is a lifeline for students to beat the heat during summer 😰. Laptop sockets are available along with many chairs. During exams, it's timings are increased.",4,IIT Madras Library
Nakkiran Sundaramoorthi,No Text,4,IIT Madras Library
Gokul Amirthan J,"Best atmosphere for learning, no disturbances, all amenities like wifi, air conditioner, drinking water, power supply for laptops etc.",5,IIT Madras Library
Gowtham Raj,Lots of resources are available here,5,IIT Madras Library
Sreevasthav Ravirala,No Text,4,IIT Madras Library
M Maruthi Prasanna,No Text,5,IIT Madras Library
Poornima Poornima,No Text,5,IIT Madras Library
VIGNESH R,No Text,5,IIT Madras Library
Shresti kumari,No Text,5,IIT Madras Library
Kumar Piyush,No Text,5,IIT Madras Library
Vanlalmuanpuia Pachuau,No Text,5,IIT Madras Library
Saiprakash Valpadasu,No Text,5,IIT Madras Library
Sreedevi M,No Text,5,IIT Madras Library
Shrikant Vadhariya,No Text,4,IIT Madras Library
sharad shukla,No Text,5,IIT Madras Library
yashdeep sachan,No Text,5,IIT Madras Library
B.R.Neeraj,No Text,5,IIT Madras Library
Nikshay Jain,No Text,5,IIT Madras Library
Vikash Kumar,No Text,5,IIT Madras Library
Kaustubh Mani,Peaceful environment with ac,4,IIT Madras Library
Dodla Nikitha,No Text,5,IIT Madras Library
Saurabh Sharma,No Text,5,IIT Madras Library
Mathioli A,No Text,5,IIT Madras Library
Shouvik Ghorui,No Text,5,IIT Madras Library
Arun Diwakar,No Text,5,IIT Madras Library
kirti pawar,No Text,3,IIT Madras Library
Niraj Raut,No Text,5,IIT Madras Library
V A Kandappan,No Text,5,IIT Madras Library
Jaspal Singh,No Text,5,IIT Madras Library
Mohammad Zaid Ahmad,No Text,5,IIT Madras Library
Sanchari Ghosh,I had an interview here. It is a paradise of book lover. Fully automated library. Daily footfall is around 500/day,5,IIT Madras Library
pawan verma,No Text,5,IIT Madras Library
Yusuf Khan,No Text,5,IIT Madras Library
Shubham Kumar,No Text,5,IIT Madras Library
Adil,No Text,5,IIT Madras Library
Chaitanya J C,No Text,5,IIT Madras Library
shobhith vadlamudi,No Text,5,IIT Madras Library
ravi teja,No Text,5,IIT Madras Library
Satyam Kumar,No Text,5,IIT Madras Library
Yasar,No Text,4,IIT Madras Library
rahul Joshi,It's like heaven if you like to study for long time.,5,IIT Madras Library
Uday Veer Singh,Best ever library,5,IIT Madras Library
Rameshwar Shinde,No Text,5,IIT Madras Library
Sarthak Akulwar,No Text,5,IIT Madras Library
Harshavardhan Bhosale,No Text,5,IIT Madras Library
Hemant Singh,No Text,4,IIT Madras Library
Shanmukesh Yadav,No Text,5,IIT Madras Library
Sehra Ansari,No Text,5,IIT Madras Library
Ravi Sankar Kottada,"One of the best scientific libraries in Chennai. It has got large collection of archives of journals besides several old textbooks. Most of the text books that are referred by teachers in all Engineering Disciplines are available.  Besides, this place boasts of having a large collection of e-books. The ground floor is primarily has got text books, and other three floors has got collection of various reference books and archival journals. It's open throughout the year except on National Holidays.",5,IIT Madras Library
Aruni J,No Text,5,IIT Madras Library
Sanjay Keyan,No Text,4,IIT Madras Library
Poorva Shrivastava,No Text,5,IIT Madras Library
nayini sriharsh,No Text,5,IIT Madras Library
Ramesh A,No Text,5,IIT Madras Library
Gulla Ram,No Text,5,IIT Madras Library
Govind,No Text,4,IIT Madras Library
Abhishek gupta,No Text,5,IIT Madras Library
Pankaj Das,No Text,5,IIT Madras Library
Abhishek Tale,No Text,5,IIT Madras Library
Bagavath Shri Ram,No Text,4,IIT Madras Library
Revanth M,No Text,5,IIT Madras Library
Siddhi Pitale,No Text,5,IIT Madras Library
fun jv,No Text,5,IIT Madras Library
Kalicharan,No Text,1,IIT Madras Library
kumar Varra,No Text,5,IIT Madras Library
Manjula Kumari,No Text,5,IIT Madras Library
Sudip Nath,No Text,5,IIT Madras Library
RAM CHARAN,No Text,5,IIT Madras Library
Pandian .N,No Text,5,IIT Madras Library
Sanika Zamre,No Text,5,IIT Madras Library
Anand Mohan,Awesome place to study and refer books,5,IIT Madras Library
Sandip Saha,No Text,4,IIT Madras Library
Catherine Thomas,Nice and organized...,4,IIT Madras Library
Ahsan Ali,No Text,5,IIT Madras Library
Naveen Raj,No Text,5,IIT Madras Library
Jigar Pathak,No Text,5,IIT Madras Library
Parool Priya,No Text,5,IIT Madras Library
Ravi ram Palvai,No Text,5,IIT Madras Library
Pratyay Sengupta,No Text,5,IIT Madras Library
MAHESH YADAV,No Text,5,IIT Madras Library
Narayanan Narayanan,Mostly Books in science and engineering,3,IIT Madras Library
Mamtha Kosuri,"Located near gajendra circle, IIT madras. An I'd card is required for entry inside. Very peaceful and silent. Best place for students to study. Good speed internet connectivity is available inside the library. It's also air-conditioned. Very spacious with lots of tables and also sofas to read comfortably. There's also a children's section available",5,IIT Madras Library
Sabarinath R,"Best place to focus. AC, Wifi, 360° charging facility and Peace👍 …",5,IIT Madras Library
Abhijit Roy,No Text,5,IIT Madras Library
CAPTAIN INDIA (KAUSHIK),No Text,4,IIT Madras Library
Abhijit Bhakte,No Text,5,IIT Madras Library
Kumarmani Jena,No Text,5,IIT Madras Library
Abhishek Meena,No Text,5,IIT Madras Library
Fathima Rayammarakkar Fasal,No Text,2,IIT Madras Library
vishal balaji,"Nice place to study.
U can get all foreign authors books here.",4,IIT Madras Library
Shivam Agnihotri,Good place for study,4,IIT Madras Library
Manish Bala,Perfect,5,IIT Madras Library
Hiren Vaghani,No Text,5,IIT Madras Library
Sidhique ibnusaleem,Temple of education,5,IIT Madras Library
Allwyn Preetham,The most peaceful place..  and the worth place for academics,5,IIT Madras Library
Jesla PK,No Text,5,IIT Madras Library
Gopika Gopan,No Text,5,IIT Madras Library
Mari Ganesh Kumar M (Mari),Good place to read in the campus,4,IIT Madras Library
MRINAL BHAUMIK,No Text,5,IIT Madras Library
SRICHARAN KONDRU,No Text,5,IIT Madras Library
Chandramouli Dharmana,No Text,4,IIT Madras Library
anji ask,No Text,5,IIT Madras Library
harsha desu,"This is one of the biggest libraries in India with a huge collection of books needed for reference, research and recreation. This place also have a children library. It is fully air conditioned. It have discussion rooms and digital library also. It is one of the oldest libraries too.",5,IIT Madras Library
Abhinav Kadari,No Text,5,IIT Madras Library
Ganesh sundhar,Wonderful place,5,IIT Madras Library
Shaik Muzaffar,No Text,5,IIT Madras Library
7147 RAGAVI .S VII E,No Text,5,IIT Madras Library
Abi B,No Text,5,IIT Madras Library
Subanthan Arumugam,"The best library to study books with a great silence!
IIT shows that how they keep the students to be well disciplined and a good manners!
They act with a good attitude!
They maintain silence always !
Best library I have ever seen!
You can get study books and all others!
Computers are there to have title search to find books easily!
Then you can find deer! where it inner way to Central library!
You can feed them leaves but not to disturb them!
Best library with greeny surroundings!",5,IIT Madras Library
Vismay Agrawal,The best place to study without distractions during exams.,5,IIT Madras Library
Hariharan K,No Text,5,IIT Madras Library
Rebin Silva,Quiet place to study book,5,IIT Madras Library
Indukant,Quite good n i love studying in library,5,IIT Madras Library
Yuvraj Singh,No Text,5,IIT Madras Library
Guntreddi Balakrushna,It is one the best library in chennai. 80% automation is there in circulation center. All kind of books are available. Even there is special Kids section is there.  All the floors has facility of free WiFi.,5,IIT Madras Library
Heera Lal cy18d077,Awesome.....,5,IIT Madras Library
Vaibhavi Gawas,"Amazing book collection; nice place to read, write and study.  Modern library facilities like online book search, self book borrowing and book drop are available. Has WiFi and laptop charging points .",5,IIT Madras Library
Kavinmathi Kadhiroli,No Text,4,IIT Madras Library
atmakuri raviteja,No Text,3,IIT Madras Library
Thirumurugan B,No Text,4,IIT Madras Library
old is gold kandpal,No Text,1,IIT Madras Library
Hemachandran E,No Text,5,IIT Madras Library
Prabhu Madipalli,No Text,4,IIT Madras Library
Ng Sruthi,No Text,5,IIT Madras Library
A to Z indians,No Text,5,IIT Madras Library
sancho simmy,No Text,5,IIT Madras Library
Anand Sks,No Text,5,IIT Madras Library
Ashish Devasia,Good and silent place with ac.,5,IIT Madras Library
AMIT KASANA,Nice place for those who want to study and sleep without any distribance and in ac...,5,IIT Madras Library
NIKHIL SACHAN,"A peaceful place , a best place to study in AC.  Well arranged, and it has a lot of books 📚. Some sections have sofa also , so you can do leisure reading too . It has a children’s section also . …",5,IIT Madras Library
Vinay Kumar,No Text,5,IIT Madras Library
Goutham Ramesh,No Text,5,IIT Madras Library
Anshuman Mehta,No Text,5,IIT Madras Library
Srijan Gupta,No Text,4,IIT Madras Library
Prashant Shekhar,No Text,5,IIT Madras Library
ANUP BARVE,The best place for students.,5,IIT Madras Library
Kamesh Kanniappan,No Text,5,IIT Madras Library
ram prakash,No Text,5,IIT Madras Library
Arjun Chandur,No Text,5,IIT Madras Library
Laya K,No Text,5,IIT Madras Library
Poojan Patel,No Text,5,IIT Madras Library
Pranav Hari,No Text,5,IIT Madras Library
Ann Mary Philip,No Text,5,IIT Madras Library
ABHISHEK CHAND,No Text,5,IIT Madras Library
sith lord,No Text,5,IIT Madras Library
Santhana Krishnan,No Text,5,IIT Madras Library
Rahul M N,No Text,5,IIT Madras Library
Abraham Cyril,Excellent,5,IIT Madras Library
Ayesha A,No Text,4,IIT Madras Library
Vivek V Shet,Very large library building. There are multiple reading rooms. A very large collection of volumes. Computer centre is there inside the library. The entire building is air conditioned.,5,IIT Madras Library
Tarun Sisodia,No Text,4,IIT Madras Library
Aditya Raskar,No Text,5,IIT Madras Library
Harshit Kedia,"Fully air conditioned and wi-fi available.
Huge collection of books too.",5,IIT Madras Library
Shubham Vyas,Great place to study and huge collection of books available here. Ac and high speed WiFi is also available.,5,IIT Madras Library
Selvakumar M,The Best Library in Chennai,5,IIT Madras Library
Prasanna Kumaar,Good place and you can find wide. Wide range of book from science to literature,4,IIT Madras Library
Sakthi Shanmugam,No Text,5,IIT Madras Library
AJESH KUMAR (ajeshsairam),"One of the best libraries in Chennai with a huge collection of technical and non technical books and magazines. The place is socially responsible with additional text books for back ward classes. Built ad sustainable architecture, the place is accessible for differently able.",5,IIT Madras Library
Aditya Baxla,No Text,5,IIT Madras Library
rajesh maher,No Text,5,IIT Madras Library
Adams,Good place to study with high speed wifi,4,IIT Madras Library
Kiran Rokade,No Text,5,IIT Madras Library
Momit Ranjan Gogoi,No Text,5,IIT Madras Library
t deva,No Text,5,IIT Madras Library
Daniel Richards,No Text,5,IIT Madras Library
Sravan Goud,Calm,5,IIT Madras Library
Vivek Sarma R,Awesome & Best library of Chennai,5,IIT Madras Library
Sai Karthik Kalvapalli (Karthik KS),The best place to spend a day doing productive work. This place has fast wifi and spacious halls. No drinking water facility available though.,5,IIT Madras Library
Mayur Dattatray Sherkhane,Huge collection,5,IIT Madras Library
Deepak Ranjan Sahoo,No Text,5,IIT Madras Library
akash sen,Perfect place for shaping minds..,5,IIT Madras Library
Kanti Kumari,Big library with huge collection of books.,4,IIT Madras Library
Adiryan Timbergling,No Text,5,IIT Madras Library
Mandadapu Malleswara Rao,"You want a book , try here ... Sure will get it",4,IIT Madras Library
Surya V,No Text,5,IIT Madras Library
ankit kumar,No Text,4,IIT Madras Library
Mousumi Mishra,No Text,4,IIT Madras Library
MOHAMMAD KHALID,Not Visited yet,4,IIT Madras Library
Aagam Jain,Simply Awesome...,5,IIT Madras Library
Aqel Ahammad,Great place to study quietly,5,IIT Madras Library
Sriram Rengarajan,No Text,5,IIT Madras Library
Samik Banerjee,Excellent collection,5,IIT Madras Library
Ajay Attiguppe,A really good and well stocked air conditioned university library.,4,IIT Madras Library
Rohit Sriram,No Text,5,IIT Madras Library
azeesh rahman,Vast library,4,IIT Madras Library
Kumar B,"I'm one of the trainee here Mr Kumar B from University of Mysore..
I would like to say few words about the central library iitm, this is one of the best place for study and facility is also more... Ac ,reading halls in the every floors , RFID technology , self issue and return of books, and OPAC , media resource center,  lots of international collections, children's library, peaceful place  in the  IITM  campus. once you visit.. thank you",5,IIT Madras Library
Ajay Kasturirangan,"Has AC, wifi , awesome books and silence
What else do we need?????",5,IIT Madras Library
sai krishna,No Text,5,IIT Madras Library
Arun IB,Very good library at iitm. It's good for general reading and for books in several engineering specializations. The only downside is the timings. It usually closes at midnight.,4,IIT Madras Library
Jayesh Ghatkar,No Text,5,IIT Madras Library
Parth Deshpande,No Text,5,IIT Madras Library
Sibi George,Good place to spend time studying for campus students. Huge collection of engineering books available.,5,IIT Madras Library
Nitin Srikar,No Text,4,IIT Madras Library
Sridhar B,"big library
has most of the books need for engineering",4,IIT Madras Library
Sanjeev Grampurohit,Free WiFi plus the comfort of A/C in Chennai!,5,IIT Madras Library
Rohith,No Text,5,IIT Madras Library
Manik Sharma,Free wifi. Need I say more.,4,IIT Madras Library
Uber India,No Text,5,IIT Madras Library
Jaykumar Yadav,Awesome environment for study.,5,IIT Madras Library
Vivek Velivela,No Text,5,IIT Madras Library
Shivangi Singh,"The library of IIT Gandhinagar is an outstanding resource for students and faculty alike. The collection is vast and well-organized, offering a wide range of books, journals, and digital resources to support academic research and learning. The library's ambiance is quiet and conducive to studying, with ample seating and modern facilities. Dr. T S Kumbar's and his team’s management of the library is exemplary—his dedication to maintaining a seamless user experience and ensuring that all services run smoothly is truly commendable.",5,IIT Gandhinagar Library
Harsh Varshney,No Text,5,IIT Gandhinagar Library
Ranjana patel,No Text,5,IIT Gandhinagar Library
Dharmendra Kumar,"IIT Gandhinagar library is a vital hub of academic activity on campus. Its commitment to providing top-notch resources and services makes it an invaluable asset to the institution and its community. The library staff are always ready to assist, making the entire experience seamless and enjoyable.",5,IIT Gandhinagar Library
Amit Mangla,No Text,5,IIT Gandhinagar Library
Shubham Kumar Verma,No Text,5,IIT Gandhinagar Library
You,Nice library,5,IIT Gandhinagar Library
Sanchari Ghosh,"IITGN library is one of best library I have visited. Library shifted to a new building. New library building is full of positive vibes. All the sections are well organised and handled by skilled library professional s. They have allocated different spaces for childrens collection, group discussion etc. All the library staffs are very cordial. It  is an prime example of how a modern should look like.",5,IIT Gandhinagar Library
Jayesh Prajapati,"Best location for silent reading zone
Very helpful to all staff members.
We always try to visit this place.
All students have reading round the clock.
Nice book collection in library space.
Different sections are made by Mr. Kumbar sir.
Kumbar sir has always help and complete solution with him.",5,IIT Gandhinagar Library
Ashish Shukla 16310040,No Text,1,IIT Gandhinagar Library
Ashutosh Bagchi,Excellent library,5,IIT Gandhinagar Library
Soham Acharya,No Text,5,IIT Gandhinagar Library
Debdulal Dey,No Text,4,IIT Gandhinagar Library
Payal Pal,No Text,4,IIT Gandhinagar Library
Akash Patel,No Text,5,IIT Gandhinagar Library
Hemasundar,No Text,5,IIT Gandhinagar Library
Abhishek Shaw,No Text,5,IIT Gandhinagar Library
Muhammed Anees TA,No Text,5,IIT Gandhinagar Library
Kishore Rangarajan,"Adequately equipped small library that has reference areas which can be found across, best place to concentrate and read without any external disturbances. Not much of serious restrictions like dress code or ID cards, the excellent infrastructure enable you for a happy learning atmosphere.",5,IIT Gandhinagar Library
Abishek Sarkar,No Text,5,IIT Gandhinagar Library
Saurabh Kumar sah,No Text,5,IIT Gandhinagar Library
Saurabh Kumar,No Text,5,IIT Gandhinagar Library
Reality Is Changed,No Text,5,IIT Gandhinagar Library
Dhruv Darda,No Text,5,IIT Gandhinagar Library
Nilachal Chakrabarti,No Text,5,IIT Gandhinagar Library
THEJUS R VINOD,No Text,4,IIT Gandhinagar Library
Imran khan,No Text,5,IIT Gandhinagar Library
Ravi Kant Prasad,Wonderful space to explore yourself.,5,IIT Gandhinagar Library
Shweta Singh,No Text,5,IIT Gandhinagar Library
Md ASIM,No Text,5,IIT Gandhinagar Library
Hrushikesh Pawar,No Text,5,IIT Gandhinagar Library
Aman Kumar,No Text,5,IIT Gandhinagar Library
Aneesha Choubey,No Text,5,IIT Gandhinagar Library
Mohammad Aqib,No Text,5,IIT Gandhinagar Library
BHUNESH NAGAR,No Text,5,IIT Gandhinagar Library
Vikram Negi,No Text,5,IIT Gandhinagar Library
Avishek Kumar,No Text,5,IIT Gandhinagar Library
rutu patel,No Text,5,IIT Gandhinagar Library
nanthini nandzz,No Text,5,IIT Gandhinagar Library
Gajendra,No Text,5,IIT Gandhinagar Library
VINAY RANA,No Text,5,IIT Gandhinagar Library
Tarushyam Mukherjee,No Text,5,IIT Gandhinagar Library
Abhijit Roy,No Text,5,IIT Gandhinagar Library
R,No Text,4,IIT Gandhinagar Library
Muhammad Yusuf,No Text,5,IIT Gandhinagar Library
Atul Singh,No Text,5,IIT Gandhinagar Library
Girish Patil,No Text,5,IIT Gandhinagar Library
Marmik,I will study here in future!!!,5,IIT Gandhinagar Library
ATUL PATEL,No Text,1,IIT Gandhinagar Library
GOPALA 701,"Sometimes the environment also need to be like an Library.

The library of IIT Gandhinagar has wide range of books on various subjects which is quite appreciable, but comparing with other National Institutes across the country, it fails.

The library small and doesn't have noise cancellation flooring, making it difficult for the readers. to concentrate. Further, the baggage handling area if not up to the standard.

This place really needs to learn from its counterpart in Ahmedabad back like CEPT IIM and NID on how to create a world class library.",3,IIT Gandhinagar Library
mn mansuri,No Text,5,IIT Gandhinagar Library
cherry Daisy,Everything is so nice in this place..,5,IIT Gandhinagar Library
Ankur,No Text,5,IIT Gandhinagar Library
Amlin Jose,No Text,5,IIT Gandhinagar Library
Rohan,No Text,4,IIT Gandhinagar Library
Tanvi Jain,No Text,4,IIT Gandhinagar Library
Ankush Jain,No Text,5,IIT Gandhinagar Library
NARSIRAM GURJAR AWANA,"The Central Library of IIT-Gandhinagar supports the main objective of the institute to become a world class institution in Engineering, Sciences and Humanities & Social Sciences.

The library has a rich collection of books on Electrical Engineering, Chemical Engineering, Computer Science, Mechanical Engineering, Chemistry, Physics, Mathematics, and Humanities & Social Sciences. The collection includes reference books, text books, CDs etc. We are constantly in a process of increasing our collection of books furt",5,IIT Gandhinagar Library
Anup Aglawe,"Library has enough variety of books, but library is quite small for the college with 400 acres of campus.",4,IIT Gandhinagar Library
Dhiraj Shing,Dhiraj Singh coffee king,5,IIT Gandhinagar Library
Brijrajsinh Gohil,No Text,5,IIT Gandhinagar Library
Anuj Yadav,Large collection.,5,IIT Gandhinagar Library
Harshil Shah,No Text,5,IIT Gandhinagar Library
Aditya Rathi,No Text,5,IIT Gandhinagar Library
Gopal,No Text,5,IIT Gandhinagar Library
Rishabh Patidar,Perfect environment for doing your stuff and lots of resources available.,5,IIT Gandhinagar Library
Bhoomika S,"When I first enter the place, I saw this quote -
'A university is just a group of buildings gathered around a library.'

..and it has not devalued its impression ever since.",5,IIT Gandhinagar Library
Bhanu Radadiya,Nice,5,IIT Gandhinagar Library
Sahil Shrimali,No Text,5,IIT Gandhinagar Library
Manas Panda,Nice environment to study,5,IIT Gandhinagar Library
Nikita Agarwal,No Text,5,IIT Gandhinagar Library
Satya Mehta,No Text,5,IIT Gandhinagar Library
VISHNU M,No Text,4,IIT Gandhinagar Library
vishal patel,No Text,3,IIT Gandhinagar Library
Jesal Desai,No Text,4,IIT Gandhinagar Library
Samyak Jain,No Text,5,IIT Gandhinagar Library
Viral Asjola,No Text,5,IIT Gandhinagar Library
Suruchi Sharma,No Text,4,IIT Gandhinagar Library
atharv gholap,No Text,5,IIT Gandhinagar Library
Arvind Kumar,"IITGN Library is best place for reading books,  journal.",5,IIT Gandhinagar Library
Harshil Jain,No Text,5,IIT Gandhinagar Library
Supratim,No Text,5,IIT Gandhinagar Library
PRATIK PRAJAPATI,Nice environment but less place,4,IIT Gandhinagar Library
Manu T. R.,No Text,5,IIT Gandhinagar Library
Rajesh Biswas,No Text,4,IIT Gandhinagar Library
Sudhir Shrivastava,Very nice collection of books with a good ambience for studying.,4,IIT Gandhinagar Library
kousik loho,No Text,5,IIT Gandhinagar Library
